53793,70393,50823,250
53801,70401,50831,250
53809,70409,50839,250
53817,70417,50847,250
53825,70425,50855,250
53833,70433,50863,250
53841,70441,50871,250
53849,70449,50879,250
53857,70457,50887,250
53865,70465,50895,250
53873,70473,50903,250
53881,70481,50911,250
53889,70489,50919,250
53897,70497,50927,250
53905,70505,50935,250
53913,70513,50943,250
53921,70521,50951,250
53929,70529,50959,250
53937,70537,50967,250
53945,70545,50975,250
53953,70553,50983,250
53705,70305,50735,300
53713,70313,50743,300
53721,70321,50751,300
53729,70329,50759,300
53737,70337,50767,300
53745,70345,50775,300
53753,70353,50783,300
53761,70361,50791,300
53769,70369,50799,300
53777,70377,50807,300
53785,70385,50815,300
53793,70393,50823,300
53801,70401,50831,300
53809,70409,50839,300
53817,70417,50847,300
53825,70425,50855,300
53833,70433,50863,300
53841,70441,50871,300
53849,70449,50879,300
53857,70457,50887,300
53865,70465,50895,300
53873,70473,50903,300
53881,70481,50911,300
53889,70489,50919,300
53897,70497,50927,300
53905,70505,50935,300
53913,70513,50943,300
53921,70521,50951,300
53929,70529,50959,300
53937,70537,50967,300
53945,70545,50975,300
53953,70553,50983,300
53705,70305,50735,350
53713,70313,50743,350
53721,70321,50751,350
53729,70329,50759,350
53737,70337,50767,350
53745,70345,50775,350
53753,70353,50783,350
53761,70361,50791,350
53769,70369,50799,350
53777,70377,50807,350
53785,70385,50815,350
53793,70393,50823,350
53801,70401,50831,350
53809,70409,50839,350
53817,70417,50847,350
53825,70425,50855,350
53833,70433,50863,350
53841,70441,50871,350
53849,70449,50879,350
53857,70457,50887,350
53865,70465,50895,350
53873,70473,50903,350
53881,70481,50911,350
53889,70489,50919,350
53897,70497,50927,350
53905,70505,50935,350
53913,70513,50943,350
53921,70521,50951,350
53929,70529,50959,350
53937,70537,50967,350
53945,70545,50975,350
53953,70553,50983,350
53705,70305,50735,400
53713,70313,50743,400
53721,70321,50751,400
53729,70329,50759,400
53737,70337,50767,400
53745,70345,50775,400
53753,70353,50783,400
53761,70361,50791,400
53769,70369,50799,400
53777,70377,50807,400
53785,70385,50815,400
53793,70393,50823,400
53801,70401,50831,400
53809,70409,50839,400
53817,70417,50847,400
53825,70425,50855,400
53833,70433,50863,400
53841,70441,50871,400
53849,70449,50879,400
53857,70457,50887,400
53865,70465,50895,400
53873,70473,50903,400
53881,70481,50911,400
53889,70489,50919,400
53897,70497,50927,400
53905,70505,50935,400
53913,70513,50943,400
53921,70521,50951,400
53929,70529,50959,400
53937,70537,50967,400
53945,70545,50975,400
53953,70553,50983,400
53705,70305,50735,450
53713,70313,50743,450
53721,70321,50751,450
53729,70329,50759,450
53737,70337,50767,450
53745,70345,50775,450
53753,70353,50783,450
53761,70361,50791,450
53769,70369,50799,450
53777,70377,50807,450
53785,70385,50815,450
53793,70393,50823,450
53801,70401,50831,450
53809,70409,50839,450
53817,70417,50847,450
53825,70425,50855,450
53833,70433,50863,450
53841,70441,50871,450
53849,70449,50879,450
53857,70457,50887,450
53865,70465,50895,450
53873,70473,50903,450
53881,70481,50911,450
53889,70489,50919,450
53897,70497,50927,450
53905,70505,50935,450
53913,70513,50943,450
53921,70521,50951,450
53929,70529,50959,450
53937,70537,50967,450
53945,70545,50975,450
53953,70553,50983,450
53705,70305,50735,500
53713,70313,50743,500
53721,70321,50751,500
53729,70329,50759,500
53737,70337,50767,500
53745,70345,50775,500
53753,70353,50783,500
53761,70361,50791,500
53769,70369,50799,500
53777,70377,50807,500
53785,70385,50815,500
53793,70393,50823,500
53801,70401,50831,500
53809,70409,50839,500
53817,70417,50847,500
53825,70425,50855,500
53833,70433,50863,500
53841,70441,50871,500
53849,70449,50879,500
53857,70457,50887,500
53865,70465,50895,500
53873,70473,50903,500
53881,70481,50911,500
53889,70489,50919,500
53897,70497,50927,500
53905,70505,50935,500
53913,70513,50943,500
53921,70521,50951,500
53929,70529,50959,500
53937,70537,50967,500
53945,70545,50975,500
53953,70553,50983,500
53705,70305,50735,550
53713,70313,50743,550
53721,70321,50751,550
53729,70329,50759,550
53737,70337,50767,550
53745,70345,50775,550
53753,70353,50783,550
53761,70361,50791,550
53769,70369,50799,550
53777,70377,50807,550
53785,70385,50815,550
53793,70393,50823,550
53801,70401,50831,550
53809,70409,50839,550
53817,70417,50847,550
53825,70425,50855,550
53833,70433,50863,550
53841,70441,50871,550
53849,70449,50879,550
53857,70457,50887,550
53865,70465,50895,550
53873,70473,50903,550
53881,70481,50911,550
53889,70489,50919,550
53897,70497,50927,550
53905,70505,50935,550
53913,70513,50943,550
53921,70521,50951,550
53929,70529,50959,550
53937,70537,50967,550
53945,70545,50975,550
53953,70553,50983,550
53705,70305,50735,600
53713,70313,50743,600
53721,70321,50751,600
53729,70329,50759,600
53737,70337,50767,600
53745,70345,50775,600
53753,70353,50783,600
53761,70361,50791,600
53769,70369,50799,600
53777,70377,50807,600
53785,70385,50815,600
53793,70393,50823,600
53801,70401,50831,600
53809,70409,50839,600
53817,70417,50847,600
53825,70425,50855,600
53833,70433,50863,600
53841,70441,50871,600
53849,70449,50879,600
53857,70457,50887,600
53865,70465,50895,600
53873,70473,50903,600
53881,70481,50911,600
53889,70489,50919,600
53897,70497,50927,600
53905,70505,50935,600
53913,70513,50943,600
53921,70521,50951,600
53929,70529,50959,600
53937,70537,50967,600
53945,70545,50975,600
53953,70553,50983,600
53705,70305,50735,650
53713,70313,50743,650
53721,70321,50751,650
53729,70329,50759,650
53737,70337,50767,650
53745,70345,50775,650
53753,70353,50783,650
53761,70361,50791,650
53769,70369,50799,650
53777,70377,50807,650
53785,70385,50815,650
53793,70393,50823,650
53801,70401,50831,650
53809,70409,50839,650
53817,70417,50847,650
53825,70425,50855,650
53833,70433,50863,650
53841,70441,50871,650
53849,70449,50879,650
53857,70457,50887,650
53865,70465,50895,650
53873,70473,50903,650
53881,70481,50911,650
53889,70489,50919,650
53897,70497,50927,650
53905,70505,50935,650
53913,70513,50943,650
53921,70521,50951,650
53929,70529,50959,650
53937,70537,50967,650
53945,70545,50975,650
53953,70553,50983,650
53705,70305,50735,700
53713,70313,50743,700
53721,70321,50751,700
53729,70329,50759,700
53737,70337,50767,700
53745,70345,50775,700
53753,70353,50783,700
53761,70361,50791,700
53769,70369,50799,700
53777,70377,50807,700
53785,70385,50815,700
53793,70393,50823,700
53801,70401,50831,700
53809,70409,50839,700
53817,70417,50847,700
53825,70425,50855,700
53833,70433,50863,700
53841,70441,50871,700
53849,70449,50879,700
53857,70457,50887,700
53865,70465,50895,700
53873,70473,50903,700
53881,70481,50911,700
53889,70489,50919,700
53897,70497,50927,700
53905,70505,50935,700
53913,70513,50943,700
53921,70521,50951,700
53929,70529,50959,700
53937,70537,50967,700
53945,70545,50975,700
53953,70553,50983,700
53705,70305,50735,750
53713,70313,50743,750
53721,70321,50751,750
53729,70329,50759,750
53737,70337,50767,750
53745,70345,50775,750
53753,70353,50783,750
53761,70361,50791,750
53769,70369,50799,750
53777,70377,50807,750
53785,70385,50815,750
53793,70393,50823,750
53801,70401,50831,750
53809,70409,50839,750
53817,70417,50847,750
53825,70425,50855,750
53833,70433,50863,750
53841,70441,50871,750
53849,70449,50879,750
53857,70457,50887,750
53865,70465,50895,750
53873,70473,50903,750
53881,70481,50911,750
53889,70489,50919,750
53897,70497,50927,750
53905,70505,50935,750
53913,70513,50943,750
53921,70521,50951,750
53929,70529,50959,750
53937,70537,50967,750
53945,70545,50975,750
53953,70553,50983,750
53705,70305,50735,800
53713,70313,50743,800
53721,70321,50751,800
53729,70329,50759,800
53737,70337,50767,800
53745,70345,50775,800
53753,70353,50783,800
53761,70361,50791,800
53769,70369,50799,800
53777,70377,50807,800
53785,70385,50815,800
53793,70393,50823,800
53801,70401,50831,800
53809,70409,50839,800
53817,70417,50847,800
53825,70425,50855,800
53833,70433,50863,800
53841,70441,50871,800
53849,70449,50879,800
53857,70457,50887,800
53865,70465,50895,800
53873,70473,50903,800
53881,70481,50911,800
53889,70489,50919,800
53897,70497,50927,800
53905,70505,50935,800
53913,70513,50943,800
53921,70521,50951,800
53929,70529,50959,800
53937,70537,50967,800
53945,70545,50975,800
53953,70553,50983,800
53705,70305,50735,850
53713,70313,50743,850
53721,70321,50751,850
53729,70329,50759,850
53737,70337,50767,850
53745,70345,50775,850
53753,70353,50783,850
53761,70361,50791,850
53769,70369,50799,850
53777,70377,50807,850
53785,70385,50815,850
53793,70393,50823,850
53801,70401,50831,850
53809,70409,50839,850
53817,70417,50847,850
53825,70425,50855,850
53833,70433,50863,850
53841,70441,50871,850
53849,70449,50879,850
53857,70457,50887,850
53865,70465,50895,850
53873,70473,50903,850
53881,70481,50911,850
53889,70489,50919,850
53897,70497,50927,850
53905,70505,50935,850
53913,70513,50943,850
53921,70521,50951,850
53929,70529,50959,850
53937,70537,50967,850
53945,70545,50975,850
53953,70553,50983,850
53705,70305,50735,900
53713,70313,50743,900
53721,70321,50751,900
53729,70329,50759,900
53737,70337,50767,900
53745,70345,50775,900
53753,70353,50783,900
53761,70361,50791,900
53769,70369,50799,900
53777,70377,50807,900
53785,70385,50815,900
53793,70393,50823,900
53801,70401,50831,900
53809,70409,50839,900
53817,70417,50847,900
53825,70425,50855,900
53833,70433,50863,900
53841,70441,50871,900
53849,70449,50879,900
53857,70457,50887,900
53865,70465,50895,900
53873,70473,50903,900
53881,70481,50911,900
53889,70489,50919,900
53897,70497,50927,900
53905,70505,50935,900
53913,70513,50943,900
53921,70521,50951,900
53929,70529,50959,900
53937,70537,50967,900
53945,70545,50975,900
53953,70553,50983,900
53705,70305,50735,950
53713,70313,50743,950
53721,70321,50751,950
53729,70329,50759,950
53737,70337,50767,950
53745,70345,50775,950
53753,70353,50783,950
53761,70361,50791,950
53769,70369,50799,950
53777,70377,50807,950
53785,70385,50815,950
53793,70393,50823,950
53801,70401,50831,950
53809,70409,50839,950
53817,70417,50847,950
53825,70425,50855,950
53833,70433,50863,950
53841,70441,50871,950
53849,70449,50879,950
53857,70457,50887,950
53865,70465,50895,950
53873,70473,50903,950
53881,70481,50911,950
53889,70489,50919,950
53897,70497,50927,950
53905,70505,50935,950
53913,70513,50943,950
53921,70521,50951,950
53929,70529,50959,950
53937,70537,50967,950
53945,70545,50975,950
53953,70553,50983,950
53705,70305,50735,1000
53713,70313,50743,1000
53721,70321,50751,1000
53729,70329,50759,1000
53737,70337,50767,1000
53745,70345,50775,1000
53753,70353,50783,1000
53761,70361,50791,1000
53769,70369,50799,1000
53777,70377,50807,1000
53785,70385,50815,1000
53793,70393,50823,1000
53801,70401,50831,1000
53809,70409,50839,1000
53817,70417,50847,1000
53825,70425,50855,1000
53833,70433,50863,1000
53841,70441,50871,1000
53849,70449,50879,1000
53857,70457,50887,1000
53865,70465,50895,1000
53873,70473,50903,1000
53881,70481,50911,1000
53889,70489,50919,1000
53897,70497,50927,1000
53905,70505,50935,1000
53913,70513,50943,1000
53921,70521,50951,1000
53929,70529,50959,1000
53937,70537,50967,1000
53945,70545,50975,1000
53953,70553,50983,1000
